_id,positive_review
ObjectId("5e6eccf8585dbf3baf68760e"),هذا المنتج رائع ولديه صوت رائع ، ولكنه في الواقع يقوم بنفس وظائف النقطة. لن تشتري هذا إلا إذا كنت تبحث عن متحدث أفضل. رائع للمطبخ و / أو موقع مركزي في المنزل.
ObjectId("5e6ecd04585dbf3baf68760f"),اشتريت اثنين من هؤلاء ، أحدهما لابني والآخر لابن أخيه ، فهم يحبونه. لقد قمت بتنزيل Kidsmode عليه وجميع ألعابهم التعليمية التي يمكنهم لعبها إلى جانب الألعاب العادية.
ObjectId("5e6ecd0d585dbf3baf687610"),هذا Kindle Paperwhite الجيل السابع. مثالي. جنبا إلى جنب معها واستخدام برنامج كاليبر يمكنني القيام بأي شيء معها. متأثر جدا.
ObjectId("5e6ecd11585dbf3baf687611"),لم تفهم الأمر بشكل كامل حتى الآن ، ولكن يمكن القيام به والإجابة على أشياء كثيرة.
ObjectId("5e6ecd16585dbf3baf687612"),تريد شيئًا مع وضع الأطفال عليه حتى نتمكن من تحديد الوقت والمحتوى. هذا يعمل. رأيت سعرًا منخفضًا حقًا ، لذلك لا يمكن أن تقاوم وإلا كنا سنحصل على إصدار الأطفال المبطن.
ObjectId("5e6ecd1a585dbf3baf687613"),هذا الجهاز اللوحي ميسور التكلفة وسهل الاستخدام. انا اوصي بشده به!
ObjectId("5e6ecd23585dbf3baf687614"),أنا واثق من أن أمازون تحصل على هذه المنتجات المصنعة في شركة تصنيع متميزة. يعمل بشكل جيد ولكني لا أخضعه للاختبار حقًا. قيمة جيدة مقارنة بالعلامات التجارية الرئيسية ولكن أغلى قليلاً من العلامات التجارية خارج. أنا سأخذه.
ObjectId("5e6ecd27585dbf3baf687615"),منتج مثالي يلبي احتياجاتي وتوقعاتي.
ObjectId("5e6ecd2c585dbf3baf687616"),كنت بحاجة إلى بطاريات لمجموعة من أجهزة اللاسلكي التي طلبتها من أمازون. لقد طلبت هذه في نفس الوقت للتأكد من أن لدي بطاريات. يبدو أن هذه تستمر مثل أي علامة تجارية أخرى.
ObjectId("5e6ecd30585dbf3baf687617"),أنا أحب هذا المنتج! الاحتمالات لا حصر لها!
ObjectId("5e6ecd38585dbf3baf687618"),قرص سهل عظيم بسعر معقول. ليست أقوى. يمكن أن ينجز المهمة للمهام البسيطة مثل تصفح الويب ، والتحقق من البريد الإلكتروني ، وتشغيل YouTube ، وما إلى ذلك. الشاشة واضحة ومتجاوبة. قرص رخيصة كبيرة
ObjectId("5e6ecd3e585dbf3baf687619"),لقد حان الوقت بالنسبة لي للترقية وسعدت بذلك. إن Fire HD 8 أكبر ، والمزيد من التطبيقات ، ويسهل التبديل من تطبيق إلى آخر ، ويتميز بمزيد من الأغاني ، إضافة رائعة للمسموع ، ويسرني أن هذا الإصدار يحتوي على شاحن. أحب حقيقة أنه يمكنني تشغيل الأفلام والنوم. بمجرد الانتهاء من الفيلم ، تنطلق الطاولة. هذا جهاز لوحي رخيص ، ولكنك تحصل على المزيد من المال مقابل أموالك!
ObjectId("5e6ecd46585dbf3baf68761a"),أمي البالغة من العمر 76 عامًا تحب هذا! لديها الآن شيء تفعله أثناء الانتظار في مكاتب الأطباء - تحب القراءة والكلمات المتقاطعة وما إلى ذلك.
ObjectId("5e6ecd4f585dbf3baf68761b"),اليكسا مثل سيري للمنزل. احب هذا! ألعب أغاني تنظف المنزل أو ألعب أنواعًا مختلفة للقاءات. إنها تلعب النكات المضحكة المضحكة أيضًا. أي شيء تسأله أنها تعرف إلى حد كبير. أوصي بالتأكيد.
ObjectId("5e6ecd53585dbf3baf68761c"),لم تستخدمها ، تبدو جيدة. ربما مبالغ زائدة. يصلون في صندوق من الورق المقوى ، مثل المقتنيات أو شيء من هذا القبيل.
ObjectId("5e6ecd57585dbf3baf68761d"),أتمنى أن لا أضطر إلى تسجيل الدخول باستخدام بطاقة ولكن منتج رائع
ObjectId("5e6ecd5f585dbf3baf68761e"),سهل الاستخدام والإعداد لطفل صغير عمره سنتين.
ObjectId("5e6ecd63585dbf3baf68761f"),سمح لي هذا العنصر بتحويل التلفزيون الخاص بي ليس فقط إلى تلفزيون ذكي ، ولكن إلى وحدة تحكم ألعاب. رائع للألعاب العائلية.
ObjectId("5e6ecd67585dbf3baf687620"),لا أوصي به كجهاز لوحي أساسي ، ولكن لا بأس به في القراءة والألعاب البسيطة.
ObjectId("5e6ecd6b585dbf3baf687621"),لا توجد مشاكل على الإطلاق ... أتمنى لو كانت مقاومة للماء. أطفالي وعائلتي يحبونه.
ObjectId("5e6ecd6f585dbf3baf687622"),يا لها من صفقة !!!
ObjectId("5e6ecd73585dbf3baf687623"),ما زلنا لا نستخدم القدرة القصوى. لكن زوجتي تحبه
ObjectId("5e6ecd77585dbf3baf687624"),لقد استمتعت حقا بهذا البند.
ObjectId("5e6ecd7b585dbf3baf687625"),جيدة أو أفضل من اسم العلامة التجارية. قيمة ممتازة.
ObjectId("5e6ecd80585dbf3baf687626"),قرص مثالي للقارئ متعطشا. وظائف رائعة تعمل على تصفية الضوء الأزرق الخفيف لحماية الإيقاع اليومي حتى لا تواجه صعوبة في النوم بعد التعرض لضوء الكمبيوتر اللوحي النموذجي. سهل الاستخدام ومناسب تمامًا في متناول اليد وليس ثقيلًا جدًا للاستخدام في المرة الواحدة.
ObjectId("5e6ecd84585dbf3baf687627"),إنه سريع وسهل الاستخدام. هذا هو ناري أوقد الثاني.
ObjectId("5e6ecd89585dbf3baf687628"),لقد حصلت بالفعل على هذا الصدى. أنا وكيل عقاري وأحب أليكسا لذلك قررت شرائها كهدية منزلية.
ObjectId("5e6ecd8d585dbf3baf687629"),تم شراؤها للبقاء على اتصال مع العائلة أثناء السفر.
ObjectId("5e6ecd91585dbf3baf68762a"),هذا جهاز لوحي رائع لعمري 3 و 5 سنوات وأنا لا أؤكد عندما يتم إسقاطهم بسبب حالة الحماية!
ObjectId("5e6ecd95585dbf3baf68762b"),جهاز لوحي غير مكلف لقراءة الكتب الإلكترونية والتحقق من رسائل البريد الإلكتروني ومشاهدة مقاطع الفيديو.
ObjectId("5e6ecd99585dbf3baf68762c"),حفيدتي تحبها حقًا. وجدت "هي" ألعابًا مناسبة للعمر للعبها.
ObjectId("5e6ecda1585dbf3baf68762d"),انا حاليا استخدم هذا العنصر انه منتج جيد جدا
ObjectId("5e6ecda6585dbf3baf68762e"),الأطفال الصغار يحبون ذلك ، سهل الاستخدام ويتعرضون للضرب ولكنه لا يزال رخيصًا بما فيه الكفاية بحيث إذا حدث كسر ، لا تكسر البنك أيضًا
ObjectId("5e6ecdaa585dbf3baf68762f"),لست على دراية كبيرة بالأجهزة اللوحية ، لذلك لم أكن أعرف ما يمكن توقعه ، ولكنه يفعل ما أردت أن أفعله.
ObjectId("5e6ecdaf585dbf3baf687630"),أحب بيبروايت كيندل. من السهل جدًا قراءتها وأحب بشكل خاص عدم التوهج في الهواء الطلق وسهولة ضبط حجم الخط. أجد أنني أقرأ المزيد من الكتب بهذه الطريقة. الشيء الوحيد الذي لا يعجبني هو كم هو ثقيل.
ObjectId("5e6ecdb3585dbf3baf687631"),كهدية لصديق ، فإنه يعمل بشكل جيد للغاية للدول التي لديها خدمة أمازون المقابلة مثل الصين.
ObjectId("5e6ecdb7585dbf3baf687632"),بالنسبة للسعر ، فهي تستحق ذلك.
ObjectId("5e6ecdbf585dbf3baf687633"),إنهم يعملون لي ، لا أرى فرقا بين العلامات التجارية الأخرى. إنه رخيص لذا سأشتريه مرة أخرى عندما نفد.
ObjectId("5e6ecdc3585dbf3baf687634"),لقد سررت بميزات هذا الجهاز المنخفض التكلفة
ObjectId("5e6ecdc7585dbf3baf687635"),أعتقد أن هذا النموذج أفضل من أحدث طراز رحلة ...
ObjectId("5e6ecdcb585dbf3baf687636"),هذا منتج رائع أنا أحب أمازون اليكسا. يجب أن يكون إذا كنت تريد منزل ذكي
ObjectId("5e6ecdcf585dbf3baf687637"),لقد امتلكت جهاز Kindle Fire HD7 من قبل ولم تخيب حريق Kindle الجديد هذا. إنها تؤدي المهمة بشكل جيد حقًا بالنسبة لمعظم الأشياء والسعر الذي تدفعه ، ولكن لا تتوقع أن تكون على رأس قائمة الأجهزة اللوحية.
ObjectId("5e6ecdd8585dbf3baf687638"),اشتريت هذا لأطفالي وسعداء بذلك.
ObjectId("5e6ecddb585dbf3baf687639"),أنا أحب رحلتي Kindle. انها حقا مثل قراءة كتاب ورقي.
ObjectId("5e6ecde0585dbf3baf68763a"),منتج رائع ويحمل الكثير من الذاكرة. في بعض الأحيان يكون من الصعب البدء في فيلم.
ObjectId("5e6ecde4585dbf3baf68763b"),لا أستطيع أن أقول مدى سعادتي بهذا الشراء. لا تقلق من الإضاءة ، أو فتح كتاب مفتوح. جميع كتبي مخزنة في هذا النوع مما يفتح الكثير من المساحة في منزلي. سهلة وخفيفة للحمل.
ObjectId("5e6ecdee585dbf3baf68763c"),أنا أحب حجم البقعة وجهاز التحكم عن بعد الصوت بأكمله. الآن مع Alexa ، يمكنك التحكم في أجهزتك المنزلية الذكية. لقد قمت بالترقية من Fire Stick وتحتاج الواجهة إلى التعود على .... أحب وضع العصا.
ObjectId("5e6ecdf2585dbf3baf68763d"),مساعد Alexa أكثر دقة من Siri كما أنه مستجيب للغاية.
ObjectId("5e6ecdf7585dbf3baf68763e"),مادة عظيم ! اشترى واحدة لعمري 20 سنة كهدية عيد الميلاد. انتهى الأمر بالعودة والحصول على واحدة لعمري 11 سنة وأنا أيضًا. لست جيدًا مع الإلكترونيات وهذا سهل الاستخدام.
ObjectId("5e6ecdff585dbf3baf68763f"),من السهل التنقل! من السهل فهم كيفية تحميل التطبيقات!
ObjectId("5e6ece04585dbf3baf687640"),تابلت امازون فاير 7 انش هو منتج رائع ولا يعمل بشكل رائع
ObjectId("5e6ece08585dbf3baf687641"),أفضل منتج مقابل المال. الشرق للاستخدام ، ولون عظيم ، وميزات رائعة. سهل الإعداد وعمر البطارية رائع.
ObjectId("5e6ece0d585dbf3baf687642"),خمس نجوم ، كلهم عملوا ، كان هناك الكثير منهم ، ولم يكلفوا الكثير ، أحب أن يتم تعبئتهم أربعة لكل مجموعة في الصندوق الكبير ، لذلك لم تكن هناك بطاريات فقط في كل مكان!
ObjectId("5e6ece11585dbf3baf687643"),هذا له كل فوائد الصدى بسعر أفضل قليلاً. أنا أيضا أحب قابلية.
ObjectId("5e6ece15585dbf3baf687644"),أوقد رائعة. يستحق ذلك للضوء الخلفي. تستخدمه الزوجة كل يوم خاصة عندما تهز مولودنا الجديد في الظلام
ObjectId("5e6ece22585dbf3baf687645"),منتج رائع لنفسي! اشتريتها عندما كان هناك الكثير!
ObjectId("5e6ece26585dbf3baf687646"),اشتريت هذا لأحد أفراد العائلة لأن لديهم الإصدار الأصغر من "Amazon Fire. الإصدار 10" يمكن الاحتفاظ به بشكل أسهل في رأيي
ObjectId("5e6ece2b585dbf3baf687647"),قرص عظيم للسعر. لقد حصلت على 2 لأطفالي وهم يحبونه
ObjectId("5e6ece2f585dbf3baf687648"),أنا مسرور جدًا بهذا الجهاز اللوحي ، لقد اشتريت جهازًا آخر لأبي. كلانا نحبه.
ObjectId("5e6ece33585dbf3baf687649"),الورق الأبيض يفعل كل ما أريده في القارئ. خفيفة ، خلفية مضاءة رائعة ، وأسهل للاستخدام.
ObjectId("5e6ece37585dbf3baf68764a"),صفقة رائعة!! حتى الان جيدة جدا.
ObjectId("5e6ece3c585dbf3baf68764b"),تم استخدام بطاريات Amazon Basics لبعض الوقت الآن. طريقة غير مكلفة للغاية للاحتفاظ ببطاريات إضافية طوال الوقت. نمر بالكثير من البطاريات المزدوجة والثلاثية أ. هل تدوم طالما اسم العلامة التجارية التي لا أعرفها ولكن على الأقل يمكنني تحمل ضعف عدد المال نفسه.
ObjectId("5e6ece40585dbf3baf68764c"),حصلت على هذا الجهاز اللوحي بسعر رائع. يعمل بشكل جيد ولديه معالج سريع.
ObjectId("5e6ece44585dbf3baf68764d"),اشتريت لي ابن أخي ويجب أن أقول أنه شراء رائع لطفل. السعر جيد. جودة الصورة جيدة.
ObjectId("5e6ece48585dbf3baf68764e"),جهاز جميل ليس سيئا للبيع. انت تحصل على ما تدفع ثمنه.
ObjectId("5e6ece4d585dbf3baf68764f"),سريع وسهل الإعداد ويعمل بشكل رائع. أخيرًا ، استخدم حسابي في أمازون مقابل شيء آخر غير الشحن المجاني.
ObjectId("5e6ece51585dbf3baf687650"),أفضل لوحة لقراءة من أي وقت مضى! سأكون في غاية يوصي أي شخص للحصول على هذا المنتج.
ObjectId("5e6ece55585dbf3baf687651"),يعمل تمامًا مثل البطاريات الأخرى وبتكلفة أقل.
ObjectId("5e6ece59585dbf3baf687652"),اشتريت هذا لابن أخي ، والأنشطة العظيمة ، وأكثر ليعلمها.
ObjectId("5e6ece62585dbf3baf687653"),اشتريت جهازي Amazon - Fire - 7 "Tablet - 8GB للبيع بسعر 39.99 دولارًا أمريكيًا (Reg. 49.99 دولارًا أمريكيًا) ، في Best Buy حيث كان لدي قسيمة مكافأة بقيمة 10 دولارات أمريكية ، لذا أنفقت 30.00 دولارًا أمريكيًا فقط ، وفرت 20.00 دولارًا لجهاز لوحي واحد وآخر بعد شهرين مع آخر كوبون بقيمة أقل لأمي المسنة. لقد تجاوزت كلتا الأجهزة اللوحية مقاس 7 بوصات توقعاتي ، ثم تجاوزت بعضها. لقد قمت بتنزيل جميع تطبيقاتي لحساب أمازون ومتجر Google Play. كان إعداد Kodi سهلاً مثل Amazon Fire TV و Fire TV Stick ، فقط قم بتنزيل التطبيقات. أنا أحب هذا الجهاز اللوحي ، فهو يعمل بشكل جيد للغاية. اشتريتها لأنني أحب التحقق من رسائل البريد الإلكتروني الخاصة بي وما إلى ذلك. إن وجود شاشة مقاس 7 بوصات يجعل الأمر سهلاً وبسيطًا. وبقدر ما تذهب التطبيقات ، فإنه يتوفر على Facebook و Twitter و Pinterest و tumblr. ولا يتوفر Instagram على متجر أمازون ، ولكنه موجود في متجر جوجل بلاي. إن تابلت أمازون فاير 7 "خفيف الوزن للغاية ، وسوف تحبه أيضًا. فيما يتعلق بالتكنولوجيا ، فهو جهاز لوحي رائع مقابل السعر ، وهو واحد من أجمل الأجهزة اللوحية التي يمكنك الحصول عليها. إنها مثالية لطفل أو شخص مسن للاستمتاع في أي مكان. سأكون في غاية يوصي هذا الكمبيوتر اللوحي.
ObjectId("5e6ece66585dbf3baf687654"),يلعب كل ما نطلبه. أليكسا تعرف كل الموسيقى التي نطلبها.
ObjectId("5e6ece6b585dbf3baf687655"),أعتقد أنه يستحق سعر البيع 150.00 دولار ولكن له قيود. على سبيل المثال ، يظهر تقويمي ولكن لا يمكنك رؤية العنصر الأول إلا ، ثم إذا طلبت المزيد ، فسترى العناصر الثلاثة التالية أو نحو ذلك. I يتم تحديث الشاشة بتوافه ... بعضها مثير للاهتمام والبعض الآخر ليس كثيرًا. أراهن أن الجيل القادم أفضل بكثير
ObjectId("5e6ece6f585dbf3baf687656"),أشتري هذه لهزازي. إنهم يعملون تمامًا مثل الأسماء التجارية ولكن بنصف السعر. يفعلون بالتأكيد كما هو متوقع
ObjectId("5e6ece74585dbf3baf687657"),بصفتك عضوًا حاليًا في Amazon Prime ، فهذا أمر لا يفكر فيه أحد. يحتوي على جميع أدوات الرقابة الأبوية ويمكن للأطفال الحصول على جهاز لوحي لائق ودائم للاستخدام بسعر جيد.
ObjectId("5e6ece7c585dbf3baf687658"),كان هذا أول جهاز لوحي اشتريناه لأطفالنا ونحبه.
ObjectId("5e6ece81585dbf3baf687659"),جهاز لوحي رائع ، حجم مثالي ، يحتوي على وضع ليلي معروض حتى تتمكن من النوم إذا كنت تستخدم في الليل - لن تبقيك مستيقظًا لأن الضوء الأزرق تمت تصفيته. استجابة رائعة ، لوحة ألوان رائعة ، لا أسنان زرقاء
ObjectId("5e6ece85585dbf3baf68765a"),إذا كنت عضوًا في Amazon Prime ، فهذا أحد أفضل الأجهزة اللوحية التي تمتلكها ، رائع!
ObjectId("5e6ece92585dbf3baf68765b"),لقد كنت أوقد لسنوات ، وهذا الأخير هو أيضًا في الأعلى
ObjectId("5e6ece96585dbf3baf68765c"),أحب طلب الكتب وقراءتها مع القارئ.
ObjectId("5e6ece9a585dbf3baf68765d"),قيمة كبيرة للسعر ، تستخدم كنسخة احتياطية للاحتفاظ بها في العمل
ObjectId("5e6ece9e585dbf3baf68765e"),سهل الإعداد. اشترى Amazon Echo لغرفة المعيشة و Amazon Dot لغرفة النوم. منظمة العفو الدولية رائعة.
ObjectId("5e6ecea2585dbf3baf68765f"),هدية عيد ميلاد رائعة لابني. أفضل جهاز لوحي على الإطلاق.
ObjectId("5e6eceab585dbf3baf687660"),كنت مترددًا في البداية في شراء الصدى ، لكنني سعيد لأنني فعلت ذلك. انها مريحة جدا ورائعة للموسيقى.
ObjectId("5e6eceaf585dbf3baf687661"),أحب حفيدى ذلك. كان لدي أصغر ولكن أردت أكبر له.
ObjectId("5e6eceb3585dbf3baf687662"),منتج رائع أفضل من العصا الموصى بها بشدة
ObjectId("5e6eceb7585dbf3baf687663"),إنها إضافة رائعة للعائلة. بسيطة للغاية لإعداد والبرمجة. بمجرد أن تفهم البرمجة ، يكون الإعداد رائعًا!
ObjectId("5e6ecebb585dbf3baf687664"),هذا قرص عظيم يفعل كل شيء وأكثر مما يجب أن يفعله الجهاز اللوحي.
ObjectId("5e6ecec4585dbf3baf687665"),المنتج سهل الاستخدام سيوصي به أي شخص يتطلع إلى الأتمتة هناك
ObjectId("5e6ecec9585dbf3baf687666"),لقد تأخرت بعض الوقت عن شراء هذا المنتج حيث بدا باهظ الثمن باهظًا لجهاز لوحي لغرض واحد فقط. يمكنني الآن أن أقول إنني سعيد لأنني اشتريتها. لا داعي للقلق بشأن القراءة في يوم مشمس ومشرق بشكل عام يبدو أسهل بكثير على العيون.
ObjectId("5e6ececd585dbf3baf687667"),يعجبني لأنه يمكنني تنزيل الأفلام لمشاهدتها بلا إنترنت مع netflix
ObjectId("5e6eced5585dbf3baf687668"),تصميم جميل جدا جدا ... وصوت جيد جدا .. جودة رائعة ......... مثله ..!
ObjectId("5e6eced8585dbf3baf687669"),قرص جيد جدا. أحب ذلك. لكن التنظيم منخفض قليلاً.
ObjectId("5e6ecedc585dbf3baf68766a"),استخدامها في كاميرا دربنا ، عمر بطارية ممتاز
ObjectId("5e6ecee8585dbf3baf68766b"),كان الجهاز اللوحي سهل الإعداد والاستخدام. فقط الحجم المناسب للسفر أو الاسترخاء في المنزل. قيمة ممتازة بالنسبة للسعر.
ObjectId("5e6eceed585dbf3baf68766c"),لقد أذهلتني أفكار القدرة على جعل الصدى "ينمو" كما أضفت إلى قائمة المهام. بما في ذلك أحدث تطبيق ، جعله يتعرف على قائمة جهات الاتصال في هاتفي الذكي لإجراء المكالمات وتلقيها. ومع ذلك ، لا يرتبط جهاز Echo I الذي اشتريته بهاتف Samsung الذكي. خيبة أمل هو بخس.
ObjectId("5e6ecef1585dbf3baf68766d"),اشترى هذا في يوم صفقة أمازون الخاصة. أحب حجمه وسعة التخزين وسرعة التنزيل ويمكن الحصول على جميع التطبيقات
ObjectId("5e6ecef6585dbf3baf68766e"),كانت هذه هدية ، وتمكنت من التحدث إلى زميل وعرضت على جهاز أمازون اللوحي بسعر رائع. أنا ممتن جدًا لـ Best Buy وهم شركاء مبيعات ذوي خبرة.
ObjectId("5e6ecefc585dbf3baf68766f"),ابني يحب ذلك. لديها بعض العيوب بالرغم من ذلك. عندما يغلق التطبيق ثم يحاول فتحه مرة أخرى في بعض الأحيان يجب تنزيله من جديد. أيضًا ، على الرغم من أنه من المفترض أن تعمل التطبيقات بدون wifi ، سيتم تحميل التطبيقات بشكل جيد ثم نتلقى رسالة خطأ تفيد بأنه يجب علينا تنزيل التطبيق مرة أخرى على الرغم من أن التطبيق يعمل بشكل مثالي في الخلفية بدون wifi. في النهاية ستختفي جميع التطبيقات من الشاشة حتى نعود إلى wifi ونعيد تشغيل الجهاز اللوحي.
ObjectId("5e6ecf00585dbf3baf687670"),منتجات Amazonbasics حتى الآن لم تخذلني الآن ، لا عيوب شراء كبيرة للبطاريات.
ObjectId("5e6ecf09585dbf3baf687671"),لقد اشتريت تلفزيون 4K وأردت عرض بعض محتوى 4K لذا حصلت على هذا. لقد عثرت على بعض عروض 4K التوضيحية على Youtube وقد دهشت من مدى جودة جودة الصورة. بالإضافة إلى مشاهدة مقاطع فيديو Prime ، أشاهد أيضًا SlingTV والذي بدا أنه يعمل بشكل جيد خلال الوقت القليل الذي استخدمته فيه. كان الإعداد بسيطًا وكان جاهزًا للعمل في أي وقت من الأوقات.
ObjectId("5e6ecf11585dbf3baf687672"),أنا سعيد لأنني أحضرتهم لأطفالي وهم يستمتعون بهم
ObjectId("5e6ecf15585dbf3baf687673"),رائع للقراءة الليلية. لا يوجد ضوء ساطع يؤذي العيون.
ObjectId("5e6ecf19585dbf3baf687674"),احب هذا! لدي أيضا عصا نار. حصلت على صندوق تلفزيون النار أفكر إذا كنت بحاجة إلى تشغيل إيثرنت أستطيع. ولكن لم يكن لدي أي سبب لذلك. المعالج رائع!
ObjectId("5e6ecf1c585dbf3baf687675"),موي بوينو
ObjectId("5e6ecf21585dbf3baf687676"),الشاشة خالية من الوهج وسهلة القراءة في أي ضوء. أنا أحب هذا Kindle
ObjectId("5e6ecf25585dbf3baf687677"),سعر رائع ، بطاريات رائعة. لن أشتري بطاريات أبدًا في أي مكان آخر مرة أخرى ، من الصعب التغلب على هذه الصفقة.
ObjectId("5e6ecf29585dbf3baf687678"),هذا الجهاز اللوحي سهل الاستخدام للغاية وحجم مثالي.
ObjectId("5e6ecf2d585dbf3baf687679"),أنا أحب أقراص أمازون التي اشتريتها لابنتي ، أختي ، أخت زوجي وأمي في القانون. منتج رائع وسهل الاستخدام.
ObjectId("5e6ecf32585dbf3baf68767a"),تلقى في وقت أبكر مما كان متوقعا وكان سعيدا للغاية. ستواصل الشراء في Best Buy في المستقبل
ObjectId("5e6ecf36585dbf3baf68767b"),فقط تأكد من أن لديك الإنترنت المناسب لجعلها تعمل بكامل طاقتها ، ولكن إذا كان الأمر كذلك ، فإن الاستخدامات لا حدود لها ويمكنك بالفعل التخلص من الكبل إذا قمت بذلك بشكل صحيح!
ObjectId("5e6ecf3a585dbf3baf68767c"),جيد: رسومات وشحن سريع. سيئ: لم يعجبك كيف كان الأمر وكأنك لا تستطيع التجول في إدخال رقم بطاقتك الائتمانية.
ObjectId("5e6ecf3e585dbf3baf68767d"),اعتقدت أنه سيكون جيدًا لطفلي البالغ من العمر عامين أنه رائع على جهاز iPad ولكن لم يتمكن من الحصول على تعليق نار النار
ObjectId("5e6ecf43585dbf3baf68767e"),أرنب كبير وشاشة واضحة وتصميم صغير. رائع لمشاهدة الأفلام.
ObjectId("5e6ecf4b585dbf3baf68767f"),Amazon Echo هو منتج رائع. يوفر لك معلومات (أخبار ، موسيقى ، مطاعم ...) ، يشغل الأجهزة ، الأضواء والمزيد. موصى به للغاية للفنيين في عائلتك.
ObjectId("5e6ecf50585dbf3baf687680"),أنا استخدم هذا كل يوم لأغراض متعددة. يجب أن يكون لكل شخص واحد
ObjectId("5e6ecf54585dbf3baf687681"),أنا سعيد لأن حفيدى البالغ من العمر 6 سنوات كان سعيدًا بهديته
ObjectId("5e6ecf5d585dbf3baf687682"),حصلت على هذا لوالدي للسماح لوالدي بإحضار الموسيقى إلى غرفته العائلية. أنا أمتلك صدى ونقطة. أحب بساطة المساعد الشخصي. متصل بأضواء Hue ، وترموستات عش. تسمح أليكسا لزوجتي بالتحكم في الأضواء وتشغيل الموسيقى أو الحصول على عرض موجز عن طريق الأوامر الصوتية. مكبر الصوت جيد جدًا لوحدة قائمة بذاتها. التعرف على الصوت جيد جدا. إذا كان لديك أجهزة أتمتة منزلية مثل تدرج الألوان أو الغمزة أو التعشيش أو غيرها ، فإن جهاز Echo يجعلها أفضل من أي وقت مضى
ObjectId("5e6ecf62585dbf3baf687683"),أنا معجب أكثر بهذا الذي توقعته! لقد كانت Alexa مفيدة للغاية في جميع أنحاء المنزل من الموسيقى إلى مؤقت الطهي و 20 سؤالًا مع طفلي! الآن نقوم بتخزين عناصر المنزل الذكي التي تعمل معها!
ObjectId("5e6ecf67585dbf3baf687684"),أحب أن أتمكن من استخدام اليكسا. إنها منظمة العفو الدولية مذهلة. حتى تمرد الروبوتات ضد الجنس البشري ، أعتقد أنه يستحق ذلك.
ObjectId("5e6ecf6b585dbf3baf687685"),سعر عظيم قيمة كبيرة ، وصندوق لطيف لتخزينها.
ObjectId("5e6ecf6f585dbf3baf687686"),من الرائع ضبط الموقتات وتشغيل الموسيقى والبحث عن الدرجات وما إلى ذلك. أتمنى أن يتمكن من الوصول إلى تطبيق الطقس الخاص بي (السماء المظلمة) عندما سألت عن المطر لإعطائي إجابة أكثر دقة.
ObjectId("5e6ecf73585dbf3baf687687"),جهاز رائع لكل ما تبذلونه من البث التلفزيوني والسينمائي ، كما يمكن لهذا الجهاز تشغيل الألعاب الرائعة
ObjectId("5e6ecf77585dbf3baf687688"),جاء طلبي في الوقت المحدد وسعر رائع. هذا العنصر هدية لأحد أفراد الأسرة.
ObjectId("5e6ecf7b585dbf3baf687689"),عمر البطارية جيد جدا ، محرك بحث جيد جدا ، سريع جدا.
ObjectId("5e6ecf80585dbf3baf68768a"),إذا كنت تستخدم بطاريات مثل أنا أوصي به. أرخص بكثير من الشراء محليًا وبنفس الجودة إن لم يكن أفضل
ObjectId("5e6ecf84585dbf3baf68768b"),تم شراؤها من أجل حماتي لعيد الأم ، وهي ليست حاسوبًا ، وكانت سهولة الاستخدام رائعة بالنسبة لها !!! فقط المس الصورة !!
ObjectId("5e6ecf88585dbf3baf68768c"),أمل سعر جيد لديهم حياة منتج جيدة!
ObjectId("5e6ecf8f585dbf3baf68768d"),بأسعار جيدة وعمل عظيم.
ObjectId("5e6ecf94585dbf3baf68768e"),قام الجهاز اللوحي الأول لابن أخي الصغير بتنزيل ألعاب رائعة وبعد أن أسقطها مرتين لا يزال يعمل ويعمل بشكل رائع
ObjectId("5e6ecf98585dbf3baf68768f"),البند كما هو موضح. توصيل سريع. في احسن الاحوال.
ObjectId("5e6ecf9c585dbf3baf687690"),أنا أستخدم هذا بجدية كل يوم ... قم ببعض الأبحاث حول ما هو متاح حقًا للقيام بهذا الجهاز ولن تندم على إنفاق خطة 100 دولار لشراء واحدة لكل شخص أعرفه في العطلات هذا العام.
ObjectId("5e6ecfa1585dbf3baf687691"),نحن نستخدم بطاريات أمازون منذ فترة حتى الآن ، ويبدو أنها تستمر طالما كانت أي بطارية استخدمناها والسعر أفضل
ObjectId("5e6ecfa5585dbf3baf687692"),للقرص الأول يسرني. اسم أمازون ذو قيمة جيدة.
ObjectId("5e6ecfa9585dbf3baf687693"),لم أتمكن من تدريب اليكسا كما سمعنا. ربما خطأنا. لقد استمتعنا بها.
ObjectId("5e6ecfad585dbf3baf687694"),هذه الوحدة سهلة الاستخدام للغاية وتأتي مع جهاز تحكم عن بعد يعمل بالصوت.
ObjectId("5e6ecfb2585dbf3baf687695"),يستخدم ابني هذا الجهاز اللوحي للأفلام والموسيقى وتصفح الإنترنت. للحصول على المال كان رائعا.
ObjectId("5e6ecfb6585dbf3baf687696"),لا شكاوى حتى الآن!
ObjectId("5e6ecfba585dbf3baf687697"),تم شراؤها لابن أخي لعيد الميلاد. أعلم أنه سيستمتع به. بعد أن قرأت المراجعات ، هناك مجموعة متنوعة من الأشياء التي يمكنه القيام بها عليها لعمر 13 عامًا.
ObjectId("5e6ecfbe585dbf3baf687698"),أستمر في شرائها مرارًا وتكرارًا ، فاستمر لي لفترة أطول ثم بطاريات BJ التجارية. السعر هو نفسه في الأساس
